,name,cuisine,price_range,rating,review_count,neighborhoods,latitude,longitude,zip_code
0,Compass Coffee,Coffee & Tea,N/A,3.3,12,N/A,38.90292,-77.03055,20005
1,Capital One Café,Coffee & Tea,$$,3.8,75,N/A,38.89952,-77.02215,20001
2,Jaliyaa Coffee,Coffee & Tea,N/A,4.9,9,N/A,38.905127083460336,-76.984339960437,20002
3,Bakeshop,Desserts,$,4.4,1128,N/A,38.8854565743547,-77.0926368515205,22201
4,Corner Bakery,Bakeries,$$,2.9,205,N/A,38.89656785943698,-77.00949737055227,20001
5,Compass Coffee,Coffee & Tea,$,4.0,73,N/A,38.9447,-77.09598,20016
6,Peet's Coffee,Coffee & Tea,$$,4.8,25,N/A,38.90681,-77.00541,20002
7,Starbucks Reserve,Coffee & Tea,$$,4.4,74,N/A,38.93253735977925,-76.99716515275264,20017
8,Paul French Bakery & Cafe - Franklin Square,Bakeries,$$,3.5,162,N/A,38.90291,-77.02914,20005
9,Wine & Butter Cafe & Market,"Beer, Wine & Spirits",N/A,4.2,89,N/A,38.88953,-76.99171,20003
10,Call Your Mother Deli - West End,Bagels,$$,4.4,246,N/A,38.90503489949321,-77.04746294334602,20037
11,Trade Roots,Coffee & Tea,$,4.6,48,N/A,38.8852422,-77.14125041104506,22205
12,Koma Cafe,Coffee & Tea,N/A,4.5,35,N/A,38.98897888805554,-77.0014538615942,20912
13,Piccolina,Italian,N/A,4.0,120,N/A,38.90037650731947,-77.02538197253803,20001
14,Boulangerie Christophe,Bakeries,$$,4.1,502,N/A,38.9082999,-77.06399,20007
15,Compass Coffee,Coffee & Tea,N/A,3.6,8,N/A,38.903813476781494,-77.0216545,20002
16,Qargo Coffee,Coffee & Tea,N/A,4.1,23,N/A,38.9027851302004,-77.03888045616854,20006
17,Black Lion Cafe,Cafes,N/A,3.9,69,N/A,38.99275398691863,-77.02453684110448,20910
18,Amen Cafe,Coffee & Tea,N/A,4.8,12,N/A,38.93615,-77.02401,20010
19,JOE & THE JUICE,Juice Bars & Smoothies,$$,3.3,224,N/A,38.902268,-77.034726,20005
20,Open City At the National Cathedral,Cafes,$$,3.8,150,N/A,38.92981115096891,-77.07135502599509,20015
21,French Press,Coffee & Tea,N/A,4.5,35,N/A,38.988277,-77.097592,20814
22,Patisserie Poupon,Bakeries,$$,3.8,387,N/A,38.9116325378418,-77.0652236938477,20007
23,Songbyrd Record Cafe,Vinyl Records,$$,3.8,226,N/A,38.91022,-76.99647,20009
24,"Bayou Bakery, Coffee Bar & Eatery",Bakeries,$$,3.7,1032,N/A,38.891077,-77.083687,22201
25,Emma's Torch,Cafes,N/A,5.0,12,N/A,38.930588,-76.973579,20018
26,Nino's Bakery,Bakeries,$$,4.8,169,N/A,38.903555,-77.030344,20005
27,Yerevan,Desserts,$,4.6,77,N/A,38.91904458045658,-77.04174314896505,20009
28,Milk & Honey Southern Inspired Kitchen,Breakfast & Brunch,$$,3.9,261,N/A,38.87789,-77.0224,20024
29,as you are.,Bars,$$,4.6,41,N/A,38.88257,-76.99471,20003
30,Compass Coffee,Coffee & Tea,N/A,4.5,2,N/A,38.923458998646495,-77.043176,20009
31,Cafe V,Coffee & Tea,$$,4.7,133,N/A,38.82879803272932,-77.19162891443762,22003
32,Blue Bottle Coffee - Georgetown,Coffee & Tea,$$,3.9,293,N/A,38.90442169288419,-77.06537703382885,20007
33,maman,Breakfast & Brunch,$$,3.4,220,N/A,38.98187679999999,-77.0979826,20814
34,{petite} maman,Coffee & Tea,N/A,4.4,21,N/A,38.90668416132162,-77.0438499846776,20036
35,La Colombe Coffee,Coffee & Tea,$,4.2,103,N/A,38.90119027315654,-77.04015745482744,20006
36,Blue Bottle Coffee - Union Station,Coffee & Tea,$$,3.8,120,N/A,38.897347,-77.006174,20002
37,Mirabeau,Coffee & Tea,N/A,4.8,74,N/A,39.06301314369099,-77.11766328431474,20852
38,Dolcezza,Coffee & Tea,$$,4.2,679,N/A,38.91286949736816,-77.04555414341571,20009
39,Mita Cafe,Cafes,N/A,4.9,67,N/A,38.956536,-77.022566,20011
40,Pitango Gelato & Coffee,Coffee & Tea,$$,4.2,1040,N/A,38.8950575888157,-77.0218540728092,20004
41,Capital One Café,Coffee & Tea,N/A,4.3,24,N/A,38.86723169266498,-76.98846836787685,20020
42,Mah-Ze-Dahr Bakery,Bakeries,$$,4.3,137,N/A,38.858643511332744,-77.04947113154941,22202
43,Junction Bistro Bar and Bakery,Bakeries,$$,4.2,95,N/A,38.894935,-77.0022589,20002
44,Coffee Alley,Coffee & Tea,N/A,4.0,1,N/A,38.898571,-77.0217743,20001
45,Gregorys Coffee,Bakeries,$$,3.8,87,N/A,38.87698839999999,-77.0044963,20003
46,Atrium Cafe,Cafes,$,3.8,106,N/A,38.8842769,-77.018194,20024
47,Mitsitam Cafe,American,$$,3.5,538,N/A,38.8881838301927,-77.0168634722831,20560
48,Cafe Levantine,Lebanese,N/A,4.7,29,N/A,38.93545157834827,-77.17960462998346,22101
49,Capital One Café,Banks & Credit Unions,N/A,4.0,63,N/A,38.904992,-77.062633,20007
